50000	50	0.591
100000	50	1.544
200000	50	2.972
300000	50	2.991
400000	50	3.048
50000	100	0.672
100000	100	1.354
200000	100	3.018
300000	100	3.006
400000	100	3.819
50000	200	0.734
100000	200	2.939
200000	200	3.018
300000	200	2.985
400000	200	4.930
50000	500	0.943
100000	500	3.066
200000	500	3.615
300000	500	5.910
400000	500	6.498
