50000	50	2.919
100000	50	1.477
200000	50	2.018
300000	50	4.101
400000	50	7.543
50000	100	0.137
100000	100	1.871
200000	100	2.532
300000	100	5.056
400000	100	8.655
50000	200	0.189
100000	200	1.294
200000	200	3.589
300000	200	7.214
400000	200	10.409
50000	500	0.335
100000	500	2.434
200000	500	7.329
300000	500	10.137
400000	500	16.077
